Model,Equation,R2_score_13,Ea_13,R2_score_14,Ea_14
A2,2*(1 - a)*(-np.log(1 - a))**(1/2),0.9882286057921887,-9.666908753541968,0.9945480295478556,110535.72329606934
A5/2,(5/2)*(1 - a)*(-np.log(1 - a))**(3/5),0.9881748733996107,-9.517530903622538,0.9990902528785377,86904.38224740083
A3/2,(3/2)*(1 - a)*(-np.log(1 - a))**(1/3),0.9881370658637908,-9.924714136486987,0.9964879834566293,159481.8445738944
A3,3*(1 - a)*(-np.log(1 - a))**(2/3),0.9880983175289063,-9.420087204532074,0.9975029745976451,72434.84312705121
A4,4*(1 - a)*(-np.log(1 - a))**(3/4),0.9879602868097647,-9.300634008153613,0.9785035473005778,54262.33685516987
G4,(1/2)*(1 - a)*(-np.log(1 - a)),0.9872973340368407,-8.957343870153903,0.0038900561393628015,-356.9342691949327
R2,2*(1 - a)**(1/2),0.9871322944095117,-20.95069181937705,0.9383266133150067,234000.2084524946
F1/3,(3/2)*(1 - a)**(1/3),0.9871322944095112,-31.426037729065566,0.93832661331521,234000.20845263934
G3,1 / (4*(1 - a)**3),0.987132294409511,3.4917819698961727,0.9383266133092875,234000.20844842357
F3/2,2*(1 - a)**(3/2),0.987132294409511,-6.9835639397923455,0.9383266133092262,234000.20844837182
F1/A1,(1 - a),0.987132294409511,-10.475345909688519,0.9383266133086784,234000.20844785412
G1,1 / (2*(1 - a)),0.987132294409511,10.47534590968852,0.9383266133078181,234000.2084462215
G2,1 / (3*(1 - a)**2),0.987132294409511,5.23767295484426,0.9383266133065342,234000.20844579575
R3,3*(1 - a)**(2/3),0.9871322944095108,-15.713018864532778,0.9383266133147686,234000.20845224464
F2,(1 - a)**2,0.9871322944095108,-5.237672954844259,0.9383266133081408,234000.20844740083
F3/4,4*(1 - a)**(3/4),0.9871322944095106,-13.967127879584687,0.9383266133073455,234000.20844678706
A3/4,(3/4)*(1 - a)*(-np.log(1 - a))**(-1/3),0.9847051048309512,-11.075994004831475,0.9734882069781596,427433.56906855915
A2/3,(2/3)*(1 - a)*(-np.log(1 - a))**(-1/2),0.9828045598280177,-11.396191459748028,0.9711124315299898,498012.31896614307
D5,((3/2)*(1 - a)**(4/3)) / ((1 - a)**(-1/3) - 1),0.9823736936098348,-7.502135686808592,0.9691875068675594,562528.6847200881
D3,((3/2)*(1 - a)**(2/3)) / (1 - (1 - a)**(1/3)),0.9565854572464507,-26.056472016165195,0.935270436669919,1210914.4803892828
G8,(1/3)*(1 - a)**(2/3) / (1 - (1 - a)**(1/3)),0.9565854572464503,-26.056472016165184,0.9352704366699174,1210914.480389281
P3/2,(2/3)/a**(1/2),0.9565700556344396,62.661840818501545,0.9358568905764728,-745832.8210631005
P3,3*a**(2/3),0.9565700556344394,-46.996380613876156,0.9358568905761121,-745832.8210637778
P4,4*a**(3/4),0.9565700556344394,-41.7745605456677,0.9358568905758777,-745832.8210592504
D1,1 / (2*a),0.9565700556344394,31.330920409250773,0.9358568905756391,-745832.8210590546
P2,2*a**(1/2),0.9565700556344392,-62.66184081850153,0.9358568905756429,-745832.821058358
E2,a / 2,0.956570055634439,-31.330920409250766,0.9358568905748095,-745832.821054037
E1,a,0.9565700556344381,-31.330920409250744,0.9358568905747621,-745832.8210534145
G5,(1/3)*(1 - a)*(-np.log(1 - a))**2,0.954562041492721,-7.688553784781767,0.9340731260676439,209651.38022867744
G7,(1/4)*(1 - a)**(1/2) / (1 - (1 - a)**(1/2)),0.9248161660163442,-48.992176292519666,0.8899468843648052,1990881.78441495
D7,(3/2) / (1 - (1 + a)**(-1/3)),0.9117772984729465,30.134417266001005,0.9358621983687297,-745813.0409484558
D6,((3/2)*(1 + a)**(2/3)) / ((1 + a)**(1/3) - 1),0.8828665438090986,29.318486086536826,0.9358649247473665,-745802.735388453
D2,1 / (-np.log(1 - a)),0.8469413587991106,52.97274407628772,0.9082168621257235,-1557390.9403527058
D8,((3/2)*(1 + a)**(4/3)) / (1 - (1 + a)**(-1/3)),0.7764453266479872,26.159819658891,0.9358672310321603,-745828.4654433093
G6,(1/4)*(1 - a)*(-np.log(1 - a))**3,0.5630708920857627,-5.237954097947268,0.982722864552606,283080.3482447024
D4,(3/2) / ((1 - a)**(-1/3) - 1),0.47989461672554684,-90.53380871808025,0.463237434248881,3433612.4259554488
F3,(1 - a)**3,0.47071895743592695,-3.0134483408401804,0.9774741203917183,-924716.2277928153
B1,1 / (a - (1 - a)),0.0007177187214401195,-0.024326790097887782,0.9076203902315358,283907.9876160103
F0/R1/P1,"np.full_like(a, 1)",0.0,0.0,0.0,0.0
