Model,Equation,R2_score,Ea,A
F3/2,(1 - a)**(-1/2) - 1,0.999180308624418,125603.31818511129,2480804.0542686316
D5,((1 - a)**(-1/3) - 1)**2,0.9954787809532812,240693.71663858325,11741546.731193626
F2,(1 - a)**(-1) - 1,0.9779652875248508,157305.217969308,4926019.883648399
G6,(-np.log(1 - a))**4,0.9702045700629972,427474.08265518263,42032030.8872551
G5,(-np.log(1 - a))**3,0.9696818004421157,318519.81804665225,22233337.832539435
G4,(-np.log(1 - a))**2,0.968602434359518,209565.5534381227,8628848.584811317
A2/3,(-np.log(1 - a))**(3/2),0.9674759669781414,155088.42113385766,4148806.774461566
A3/4,(-np.log(1 - a))**(4/3),0.9668942849813148,136929.3770324359,2999288.399040217
F1/A1,-np.log(1 - a),0.965071432013504,100611.28882959252,1215384.7206389462
A3/2,(-np.log(1 - a))**(2/3),0.961042445096529,64293.200626749254,115875.01158792281
A2,(-np.log(1 - a))**(1/2),0.9564268149178065,46134.15652532761,-180825.43971214542
A5/2,(-np.log(1 - a))**(2/5),0.9511164753489708,35238.73006447463,-281869.0980319996
A3,(-np.log(1 - a))**(1/3),0.9449789187391837,27975.11242390596,-321574.8265401428
F3/4,1 - (1 - a)**(1/4),0.9366322957833929,92596.37421030195,687696.641791024
D3,(1 - (1 - a)**(1/3))**2,0.9353900359339007,189448.58958322342,5995325.670068396
A4,(-np.log(1 - a))**(1/4),0.9295288183200483,18895.5903731951,-360421.2645296058
R3,1 - (1 - a)**(1/3),0.9282357082791041,90552.80690214303,641032.7274331137
D4,1 - (2*a/3) - (1 - a)**(2/3),0.9168737828574818,180154.4938788633,5131342.627242496
R2,1 - (1 - a)**(1/2),0.9136701919824992,87169.4728936031,558084.8337298861
G8,(1 - (1 - a)**(1/3))**(1/2),0.9106800087948087,41104.915561602844,-286717.6145387657
D2,a + (1 - a)*np.log(1 - a),0.9088392313639244,176292.67206986822,5123593.18043736
F3,(1 - a)**(-2) - 1,0.9030339043612677,226873.96057072957,12546925.316242173
F1/3,1 - (1 - a)**(2/3),0.9017092849079061,84485.00068305609,491064.1387532086
D1,a**2,0.895151477628346,169218.0305515022,4652889.3176092515
G7,(1 - (1 - a)**(1/2))**(1/2),0.8924328031635476,39413.24855733288,-294201.6923835462
P3/2,a**(3/2),0.891358518820437,124827.77896889237,2041323.0798611874
D7,1 + (2*a/3) - (1 + a)**(2/3),0.8896267792330987,165621.75335571857,3882697.66108286
D6,((1 + a)**(1/3) - 1)**2,0.8868983179270525,163919.06083151564,3744249.2652999056
F0/R1/P1,a,0.8832414718821524,80437.52738628244,391780.1889726957
D8,((1 + a)**(-1/3) - 1)**2,0.8784946887537733,158993.5148160969,3354738.406136657
P2,a**(1/2),0.8538679472899523,36047.275803672565,-310119.6909503652
G1,1 - (1 - a)**2,0.8487654767371748,73138.57940467374,224509.32194699263
G2,1 - (1 - a)**3,0.8271935163846301,68769.28669213183,133562.18718660285
P3,a**(1/3),0.8146846580608247,21250.525276135915,-365298.36149971734
G3,1 - (1 - a)**4,0.8112448809285193,65654.13462330127,73336.03994720725
B1,np.log(a / (1 - a)),0.7820827942771762,55696.8571921041,-7945.848458507523
P4,a**(1/4),0.7617533763779433,13852.150012367583,-445831.3757913949
