Model,Equation,R2_score,Ea,A
F3,(1 - a)**(-2) - 1,0.989983190243859,1951297.4095033847,812802256.1243358
F2,(1 - a)**(-1) - 1,0.950595757160711,1175252.6897308773,286531093.61491734
F3/2,(1 - a)**(-1/2) - 1,0.8535770462300898,817785.1367930541,133928493.46825334
B1,np.log(a / (1 - a)),0.8375835633048595,249947.15151601157,10287101.482969105
D5,((1 - a)**(-1/3) - 1)**2,0.796653156642258,1433926.5107715293,423514237.1730111
G6,(-np.log(1 - a))**4,0.6527272344414529,2188628.8857596875,1004300956.7720686
G5,(-np.log(1 - a))**3,0.6519460241987851,1638680.933407503,557480776.11612
G4,(-np.log(1 - a))**2,0.6503771913149258,1088732.981055318,241161120.29408976
A2/3,(-np.log(1 - a))**(3/2),0.6487997735249039,813759.0048792254,131938820.92747119
A3/4,(-np.log(1 - a))**(4/3),0.6480078321589332,722101.0128205278,102781341.13247038
F1/A1,-np.log(1 - a),0.6456190152177708,538785.0287031329,55341170.22007533
A3/2,(-np.log(1 - a))**(2/3),0.6407824423135019,355469.04458573787,22400226.12735644
A2,(-np.log(1 - a))**(1/2),0.6358663448157303,263811.05252704036,11366378.70798404
A5/2,(-np.log(1 - a))**(2/5),0.6308696020223128,208816.25729182202,6485304.957369202
A3,(-np.log(1 - a))**(1/3),0.6257911024425326,172153.0604683428,3955568.818252153
A4,(-np.log(1 - a))**(1/4),0.6153844468890659,126324.06443899413,1607322.1711058333
F3/4,1 - (1 - a)**(1/4),0.5501922249396904,455383.12814716034,37530164.45962957
D3,(1 - (1 - a)**(1/3))**2,0.532289882212057,881928.363794204,152414476.85513717
R3,1 - (1 - a)**(1/3),0.5258826835568094,435382.72007257567,34087177.23548552
G8,(1 - (1 - a)**(1/3))**(1/2),0.5127962822647297,212109.89821176187,6517806.968386448
R2,1 - (1 - a)**(1/2),0.48712617036179906,403786.526560035,28951599.732852466
D4,1 - (2*a/3) - (1 - a)**(2/3),0.47895962318052226,795088.9436411,121964625.57935095
G7,(1 - (1 - a)**(1/2))**(1/2),0.4730135508539518,196311.8014554915,5375980.631573853
F1/3,1 - (1 - a)**(2/3),0.45831657082063365,380206.5949949886,25375566.57692622
D2,a + (1 - a)*np.log(1 - a),0.4580989489471524,761162.702834438,112361583.3472678
D1,a**2,0.42665370447337064,705673.8621787807,95917827.42592514
P3/2,a**(3/2),0.4240502128354743,526464.6657218226,51535797.633922935
F0/R1/P1,a,0.4188148085122335,347255.46926486434,20758013.929055206
D7,1 + (2*a/3) - (1 + a)**(2/3),0.4162218786566907,682400.0967321133,87280533.44531524
D6,((1 + a)**(1/3) - 1)**2,0.411230776523085,671473.3585035567,84199316.64202014
P2,a**(1/2),0.4028859299521802,168046.27280790618,3581429.6333839973
D8,((1 + a)**(-1/3) - 1)**2,0.396401429785743,640046.5730309985,75639611.91020705
P3,a**(1/3),0.3866356676067142,108309.87398892005,874625.3258712348
P4,a**(1/4),0.37008323807497007,78441.67457942697,83757.55020569301
G1,1 - (1 - a)**2,0.35956666283087485,295302.9685713255,14392933.638169434
G2,1 - (1 - a)**3,0.3306568728117447,268248.8764183908,11525770.714242747
G3,1 - (1 - a)**4,0.31259291608538653,250547.9205144902,9816381.496402945
