Model,Equation,R2_score,Ea,A
F3,(1 - a)**(-2) - 1,0.9891240644245193,1369460.3405728869,125843762.57611005
F2,(1 - a)**(-1) - 1,0.9396203477127202,797651.9486589795,41007984.09999725
F3/2,(1 - a)**(-1/2) - 1,0.828474329176819,533509.6159292203,17374317.17885935
B1,np.log(a / (1 - a)),0.8054487187661435,163173.89554788667,1183520.172851661
D5,((1 - a)**(-1/3) - 1)**2,0.7638473413955549,920430.1602633828,53894249.0152532
G6,(-np.log(1 - a))**4,0.5974086007276683,1343497.2795017243,117800225.13726953
G5,(-np.log(1 - a))**3,0.5961169665320071,1004956.8954750894,64898420.87176525
G4,(-np.log(1 - a))**2,0.5935195091299053,666416.5114484547,27632146.167859163
A2/3,(-np.log(1 - a))**(3/2),0.5909030546921642,497146.31943513744,14862255.229630586
A3/4,(-np.log(1 - a))**(4/3),0.5895876745545043,440722.922097365,11474230.39282629
F1/A1,-np.log(1 - a),0.5856127854845026,327876.12742182025,6001022.291247229
A3/2,(-np.log(1 - a))**(2/3),0.5775326395747237,215029.3327462753,2264698.6766174934
A2,(-np.log(1 - a))**(1/2),0.5692767554932079,158605.93540850288,1047575.5261294675
A5/2,(-np.log(1 - a))**(2/5),0.5608429810674127,124751.89700583942,525379.4838433842
A3,(-np.log(1 - a))**(1/3),0.5522293513132538,102182.53807073047,263743.65191211394
A4,(-np.log(1 - a))**(1/4),0.5344557557061942,73970.83940184426,33449.17280312825
F3/4,1 - (1 - a)**(1/4),0.474883856718153,267397.58613789594,3602146.1634106482
D3,(1 - (1 - a)**(1/3))**2,0.4576501269234075,516904.5306543827,15534892.315543272
R3,1 - (1 - a)**(1/3),0.4472219325596432,253120.13702478417,3177394.03788229
G8,(1 - (1 - a)**(1/3))**(1/2),0.4258523403146026,121227.94020998485,441159.6387580623
R2,1 - (1 - a)**(1/2),0.40389035686588987,230865.39372249946,2561821.7984764744
D4,1 - (2*a/3) - (1 - a)**(2/3),0.39829462436455276,455738.7042555331,11700996.790734999
G7,(1 - (1 - a)**(1/2))**(1/2),0.38115152836765126,110100.56855884254,316828.61285464314
D2,a + (1 - a)*np.log(1 - a),0.3756938173696745,432312.29923477926,10610129.09801014
F1/3,1 - (1 - a)**(2/3),0.3724749869076936,214569.82580615437,2149454.9957889114
D1,a**2,0.34310331521282866,395391.26509575703,8740043.69768875
P3/2,a**(3/2),0.33901482056347,293877.38467061415,4508601.985782823
D7,1 + (2*a/3) - (1 + a)**(2/3),0.33300247579387726,380762.6430180675,7688958.288637596
F0/R1/P1,a,0.3307999222702188,192363.50424547127,1641741.6118797003
D6,((1 + a)**(1/3) - 1)**2,0.32818199270811776,373908.96802383853,7358162.764637527
D8,((1 + a)**(-1/3) - 1)**2,0.3138878733248996,354225.10694796673,6446547.16793484
P2,a**(1/2),0.30588709558989413,90849.62382032846,137669.81151997627
P3,a**(1/3),0.28066424383544775,57011.66367861416,-63418.52521907117
G1,1 - (1 - a)**2,0.27184062517479574,158883.4517458909,996921.4232952613
P4,a**(1/4),0.2552680425274829,40092.68360775706,-110648.51624813596
G2,1 - (1 - a)**3,0.24465551804039792,142194.25577303648,730197.5184730996
G3,1 - (1 - a)**4,0.228149697948392,131528.01103402808,578871.2441953003
