Model,Equation,R2_score,Ea,A
D8,((1 + a)**(-1/3) - 1)**2,0.9947814327156292,207028.34219636934,3087751.727944632
D6,((1 + a)**(1/3) - 1)**2,0.9946022995170629,210318.89116799703,3248528.275892976
D7,1 + (2*a/3) - (1 + a)**(2/3),0.9944493671938115,211447.43515573288,3304445.888697257
D1,a**2,0.993988905010003,213803.45387150478,3716882.179254614
P3/2,a**(3/2),0.993926066152456,158249.87559392935,1730157.8785763173
F0/R1/P1,a,0.9937925318039614,102696.2973163539,447392.4730040553
P2,a**(1/2),0.9933175410884342,47142.71903877853,-136108.2027853358
G1,1 - (1 - a)**2,0.9933122003147126,98524.25553089478,405129.76462468586
D2,a + (1 - a)*np.log(1 - a),0.9930923966110972,217358.6076098803,3807870.2268044017
F1/3,1 - (1 - a)**(2/3),0.9928169446104712,104635.5739232243,461900.15587873466
P3,a**(1/3),0.9926955366393863,28624.859612920136,-183553.94455255693
D4,1 - (2*a/3) - (1 - a)**(2/3),0.9924485501297396,219015.60081574466,3688515.494945177
P4,a**(1/4),0.991859450265533,19365.929899990886,-193749.66201980138
R2,1 - (1 - a)**(1/2),0.9917426670064259,105800.1661946957,467631.1492736122
G2,1 - (1 - a)**3,0.9913461302299876,95558.58368032538,370619.7471866989
G7,(1 - (1 - a)**(1/2))**(1/2),0.9912296231548156,48694.653477949425,-137541.84422434864
D3,(1 - (1 - a)**(1/3))**2,0.9902214837883522,222722.50096633553,3882557.0888509974
R3,1 - (1 - a)**(1/3),0.9899227231034435,107155.82086376945,469353.08864292
G8,(1 - (1 - a)**(1/3))**(1/2),0.9892321706527587,49372.480812486305,-140002.8538405397
G3,1 - (1 - a)**4,0.9890173421379371,93220.63578774068,342278.4445546451
F3/4,1 - (1 - a)**(1/4),0.9885722226541728,107925.64687696953,466227.57136656594
G6,(-np.log(1 - a))**4,0.9825245095021512,468062.9630575038,22446585.738696963
G5,(-np.log(1 - a))**3,0.9824087112672475,348944.5074834284,11853411.63022329
G4,(-np.log(1 - a))**2,0.9821716993987926,229826.0519093531,4581503.708108684
A2/3,(-np.log(1 - a))**(3/2),0.9819271970617645,170266.82412231585,2190739.224671563
A3/4,(-np.log(1 - a))**(4/3),0.9818020313390865,150413.74819330333,1578198.9106632122
F1/A1,-np.log(1 - a),0.981414338939638,110707.59633527831,629415.9427649819
A3/2,(-np.log(1 - a))**(2/3),0.9805796750493309,71001.44447725324,47949.32150615731
A2,(-np.log(1 - a))**(1/2),0.9796560365568298,51148.36854824075,-106581.63095453476
A5/2,(-np.log(1 - a))**(2/5),0.9786293915624579,39236.52299083322,-157361.85732999563
A3,(-np.log(1 - a))**(1/3),0.9774827409199907,31295.292619228192,-175459.37703857617
A4,(-np.log(1 - a))**(1/4),0.9747415380123232,21368.75465472197,-187469.111056313
D5,((1 - a)**(-1/3) - 1)**2,0.961403798995268,239656.5229087676,4821765.605636295
F3/2,(1 - a)**(-1/2) - 1,0.941790158165697,118500.68265153411,771752.1653070948
B1,np.log(a / (1 - a)),0.8734430919202807,421431.0194259436,17845001.29917242
F2,(1 - a)**(-1) - 1,0.870355156734097,128097.33023002945,1091684.7405971289
F3,(1 - a)**(-2) - 1,0.714633992316339,149326.32135824085,1849074.181487485
