Model,Equation,R2_score,Ea,A
G5,(1/3)*(1 - a)*(-np.log(1 - a))**2,0.9993117408889027,-320310.3983198631,8.943293399968277e-30
D5,((3/2)*(1 - a)**(4/3)) / ((1 - a)**(-1/3) - 1),0.9986980966614022,651173.938539764,8.115077555220236e+59
G6,(1/4)*(1 - a)*(-np.log(1 - a))**3,0.9982252397833827,-616327.6774345922,7.519667338342617e-57
F3/2,2*(1 - a)**(3/2),0.9902598526833624,349896.2872998467,3.372845817013017e+32
A2/3,(2/3)*(1 - a)*(-np.log(1 - a))**(-1/2),0.9866509401730668,419732.79946696,4.4777665807578006e+38
A3/4,(3/4)*(1 - a)*(-np.log(1 - a))**(-1/3),0.9852109764636673,370396.58628117153,1.1655636561714743e+34
F1/A1,(1 - a),0.9802981123587562,271724.1599095952,7.49637663093523e+24
A3/2,(3/2)*(1 - a)*(-np.log(1 - a))**(1/3),0.9675137462825237,173051.7335380189,4285626084687127.5
A2,2*(1 - a)*(-np.log(1 - a))**(1/2),0.9501644599913156,123715.52035223076,94124484125.06427
F2,(1 - a)**2,0.9418457397922991,428068.41469009826,6.070180016514587e+40
G8,(1/3)*(1 - a)**(2/3) / (1 - (1 - a)**(1/3)),0.9408504466304827,494829.6837592063,4.509776466205709e+44
D3,((3/2)*(1 - a)**(2/3)) / (1 - (1 - a)**(1/3)),0.9408504466304825,494829.6837592063,1.0021725480457197e+44
A5/2,(5/2)*(1 - a)*(-np.log(1 - a))**(3/5),0.9274605571848048,94113.7924407578,143472556.59162652
F3/4,4*(1 - a)**(3/4),0.907446154489925,232638.09621446938,1.9756220453687358e+20
G7,(1/4)*(1 - a)**(1/2) / (1 - (1 - a)**(1/2)),0.9008804099160989,461547.95944772585,3.686727318596342e+41
A3,3*(1 - a)*(-np.log(1 - a))**(2/3),0.8985983155835373,74379.30716644254,1837546.8418259658
D4,(3/2) / ((1 - a)**(-1/3) - 1),0.8688845077744467,442714.93216575985,4.9906729596827e+38
R3,3*(1 - a)**(2/3),0.8663120916515569,219609.4083160943,1.244362035264421e+19
F3,(1 - a)**3,0.8448849255619648,584412.6694706016,4.91531939321703e+56
A4,4*(1 - a)*(-np.log(1 - a))**(3/4),0.8195393963471687,49711.20057354845,7457.8426568844725
B1,1 / (a - (1 - a)),0.8142293855433078,-592931.5261017447,6.004660474373192e-56
D2,1 / (-np.log(1 - a)),0.8051909457199872,411397.18424382154,1.468043122074768e+36
R2,2*(1 - a)**(1/2),0.7550488797913804,193552.03251934375,4.16530028658404e+16
D1,1 / (2*a),0.7132827529344848,368482.9354698982,1.2294673971513111e+32
D7,(3/2) / (1 - (1 + a)**(-1/3)),0.692680090784434,356097.01300497644,7.266857456138984e+29
D6,((3/2)*(1 + a)**(2/3)) / ((1 + a)**(1/3) - 1),0.6822854426830067,350117.88089227123,1.762678349872837e+29
D8,((3/2)*(1 + a)**(4/3)) / (1 - (1 + a)**(-1/3)),0.6490561356324119,332180.4845543914,2.5156623919720787e+27
G4,(1/2)*(1 - a)*(-np.log(1 - a)),0.6343479076844147,-24293.11920513384,0.009454614086756633
F1/3,(3/2)*(1 - a)**(1/3),0.6089094529255433,167494.65672259327,123934824865985.06
P3/2,(2/3)/a**(1/2),0.5751919309632229,241931.42029949513,3.578371138557518e+20
E2,a / 2,0.5245668054789456,-137723.12521171343,2.7883380543689762e-14
E1,a,0.5245668054789456,-137723.12521171343,1.3941690271844856e-14
F0/R1/P1,"np.full_like(a, 1)",0.28613470513330164,115379.90512909232,925765997.712555
G3,1 / (4*(1 - a)**3),0.24873479552806002,-353652.8592124167,6.9744617914632e-39
P4,4*a**(3/4),0.2112371291724154,-74447.36762651199,1.7693016713147788e-09
G2,1 / (3*(1 - a)**2),0.14957264274279727,-197308.60443191373,4.2356701787542914e-23
P3,3*a**(2/3),0.11486172290417773,-53355.44843144484,1.8818692272906571e-07
G1,1 / (2*(1 - a)),0.0155120187565662,-40964.34965141074,2.2865518228738333e-07
P2,2*a**(1/2),0.0050612940113571375,-11171.610041310541,0.0017962977762827886
