Model,Equation,R2_score,Ea,A
F3/2,2*(1 - a)**(3/2),0.9980902606986362,128291.71267480952,2304481500197.2954
D5,((3/2)*(1 - a)**(4/3)) / ((1 - a)**(-1/3) - 1),0.9973968454915685,240360.92868030712,1.821073573222711e+23
G5,(1/3)*(1 - a)*(-np.log(1 - a))**2,0.9947994803580676,-126962.31739872733,5.4407432297233235e-14
G6,(1/4)*(1 - a)*(-np.log(1 - a))**3,0.9911900908509081,-236458.18898178302,8.498010374425317e-25
F2,(1 - a)**2,0.9669590204954649,164553.9995822351,1.6073484950252186e+17
A2/3,(2/3)*(1 - a)*(-np.log(1 - a))**(-1/2),0.9583447956718849,146777.36155891157,57919860818234.33
A3/4,(3/4)*(1 - a)*(-np.log(1 - a))**(-1/3),0.9540365825823963,128528.04962840232,775880854576.3909
F1/A1,(1 - a),0.9389495893063032,92029.42576738384,132158894.00930804
A3/2,(3/2)*(1 - a)*(-np.log(1 - a))**(1/3),0.8971971437580729,55530.801906365275,20009.914509417427
F3,(1 - a)**3,0.8899323776643774,237078.57339708618,1.9548961905490605e+26
B1,1 / (a - (1 - a)),0.8878818892317477,-200269.75217191942,1.1588706755439649e-22
D3,((3/2)*(1 - a)**(2/3)) / (1 - (1 - a)**(1/3)),0.8823565739534893,167836.35486545885,149731729050511.84
G8,(1/3)*(1 - a)**(2/3) / (1 - (1 - a)**(1/3)),0.8823565739534893,167836.35486545885,673792780727303.8
A2,2*(1 - a)*(-np.log(1 - a))**(1/2),0.8360299455524082,37281.48997585602,226.16559784961268
G7,(1/4)*(1 - a)**(1/2) / (1 - (1 - a)**(1/2)),0.8188756599097813,152532.5921331031,16172116847614.975
F3/4,4*(1 - a)**(3/4),0.8029533223203065,73898.28231367108,176922.46886789225
D4,(3/2) / ((1 - a)**(-1/3) - 1),0.7686073455652266,143661.49692717238,140273604084.13046
A5/2,(5/2)*(1 - a)*(-np.log(1 - a))**(3/5),0.7509898894763148,26331.902817550465,14.601200374034036
G4,(1/2)*(1 - a)*(-np.log(1 - a)),0.7491131080975395,-17466.44581567175,0.0030963260117519236
R3,3*(1 - a)**(2/3),0.7324572605308561,67854.56782910004,41270.264919859794
D2,1 / (-np.log(1 - a)),0.6718978940127606,129000.72353558829,9276036590.935701
E1,a,0.6493636158812387,-70824.9317989461,3.35652260871659e-10
E2,a / 2,0.6493636158812387,-70824.9317989461,6.713045217433169e-10
A3,3*(1 - a)*(-np.log(1 - a))**(2/3),0.6399087871354235,19032.178045346758,2.2722459298463797
R2,2*(1 - a)**(1/2),0.5560679233543063,55767.138859958206,1894.7834105273105
D1,1 / (2*a),0.5429419483684681,109834.63570401153,70356771.91976741
D7,(3/2) / (1 - (1 + a)**(-1/3)),0.5161394895250351,104869.32883999524,1780099.915436258
D6,((3/2)*(1 + a)**(2/3)) / ((1 + a)**(1/3) - 1),0.5027795476096317,102476.35071898856,872182.6405111909
D8,((3/2)*(1 + a)**(4/3)) / (1 - (1 + a)**(-1/3)),0.46082167596176615,95297.41635589731,102588.01227320408
G3,1 / (4*(1 - a)**3),0.41382445478257535,-198068.86949202075,2.4160269662061936e-28
P4,4*a**(3/4),0.4081268037400785,-48242.48586107642,1.1255839119843987e-08
A4,4*(1 - a)*(-np.log(1 - a))**(3/4),0.36075835689765107,9907.522080092136,0.20920719747196487
F1/3,(3/2)*(1 - a)**(1/3),0.3567017384095547,43679.709890816426,77.32668070461617
P3/2,(2/3)/a**(1/2),0.3478534435856074,64669.74382827195,2932.7198949966773
G2,1 / (3*(1 - a)**2),0.32101090794375636,-125544.29567716966,2.2038229079373642e-19
P3,3*a**(2/3),0.3144470673317211,-40715.003881786506,7.682443545976955e-08
G1,1 / (2*(1 - a)),0.14365721671712747,-53019.721862318496,1.7868952172706395e-10
P2,2*a**(1/2),0.1378734774362781,-25660.03992320672,3.019646915836006e-06
F0/R1/P1,"np.full_like(a, 1)",0.06127861431632771,19504.851952532626,0.10866326325511426
